ï»¿"Data Source","World Development Indicators"

"Last Updated Date","2020-03-18"

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Antigua and Barbuda","ATG","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","77496753.7037037","87879341.4814815","109079978.888889","131431026.666667","147841734.444444","164369278.888889","182144092.962963","208372846.296296","240923924.814815","290440140.740741","337174861.851852","398637727.777778","438794788.518519","459469058.888889","481706333.333333","499281148.148148","535172777.777778","589429592.592593","577280740.740741","633730629.62963","680617111.111111","727860592.592593","766198925.925926","830158777.777778","800740259.259259","814615333.333333","855643111.111111","919577148.148148","1022191296.2963","1157005444.44444","1311401333.33333","1368431037.03704","1224253000","1148700000","1137637037.03704","1199948148.14815","1181448148.14815","1249733333.33333","1336692592.59259","1436585185.18519","1467977777.77778","1610574074.07407",""
"Australia","AUS","GDP (current US$)","NY.GDP.MKTP.CD","18577668271.9229","19652816664.8001","19892485160.7123","21507447642.5132","23764139321.3126","25936835031.9185","27268451114.3465","30397580916.116","32665472057.3412","36628961809.8331","41271138985.3287","45149512823.3845","51967289719.6262","63737347853.9398","88831245394.252","97170558514.2701","104921215177.108","110201881165.405","118338596886.984","134712029989.776","149774930362.117","176642284918.147","193770274743.462","177030416471.689","193242166274.226","180234716575.899","182036933407.946","189060349391.212","235659196740.396","299267974920.609","310777222008.465","325310415195.04","324878874105.975","311544406970.208","322211691456.244","367216364716.365","400302731411.229","434568007512.913","398899138574.239","388608221581.652","415222633925.768","378376086723.194","394648911678.526","466488060570.763","612490396927.017","693407758231.845","746054207846.661","853099630996.31","1053995523724.26","927805183330.879","1146138465603.81","1396649906339.35","1546151783872.96","1576184467015.49","1467483705131.74","1351693984524.5","1208846993739.99","1330135756844.41","1433904348500.12",""
"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD","6592693841.18495","7311749633.36229","7756110210.11966","8374175257.73075","9169983885.71185","9994070615.85997","10887682273.1014","11579431668.9165","12440625312.8685","13582798556.2404","15373005768.7219","17858485956.6031","22059612417.4058","29515467987.912","35189299985.2768","40059206763.056","42959976068.1138","51545759220.7143","62052258694.2102","73937296654.6577","82058912465.4329","71034228097.4598","71275287327.5793","72121016623.2572","67985345161.9558","69386774474.5943","99036165209.5539","124168442860.253","133339397080.129","133105805928.237","166463386663.439","173794177725.398","195078126346.106","190379720927.481","203535242741.838","241038283062.645","237250948791.266","212790348404.555","218259904401.956","217185787342.851","196799778883.361","197337879194.631","213377771503.858","261695778781.038","300904221504.842","315974418604.651","335998557270.104","388691445387.353","430294287388.311","400172297860.517","391892746544.69","431120310088.82","409425234155.263","430068712971.867","441996131736.508","381817565893.574","395227684138.862","417282900758.043","455285818035.125",""
"Azerbaijan","AZE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8858006035.91566","8792365810.5094","4991350457.5425","3970953395.51544","3313939553.5418","3052467522.36104","3176703092.30412","3962735257.21455","4446370371.15023","4581246713.32066","5272617196.04517","5707720390.8515","6235856819.58445","7276013031.96905","8680370408.05943","13245716099.0057","20982986344.3027","33050343782.7759","48852482960.0779","44291490420.5026","52902703376.1056","65951627200.2026","69683935845.2138","74164435946.4627","75244294275.1498","53074468085.1064","37867518957.1975","40865558912.3867","46939529411.7647",""
"Burundi","BDI","GDP (current US$)","NY.GDP.MKTP.CD","195999990","202999992","213500006","232749998","260750008","158994962.962963","165444571.428571","178297142.857143","183200000","190205714.285714","242732571.428571","252842285.714286","246804571.428571","304339839.552146","345263492.063492","420986666.666667","448412753.623188","547535555.555556","610225555.555556","782496666.666667","919726666.666667","969046666.666667","1013222222.22222","1082926304.46477","987143931.166987","1149979285.77347","1201725497.06578","1131466494.01101","1082403219.48787","1113924130.41149","1132101252.51817","1167398478.3459","1083037670.60484","938632612.026359","925030590.153683","1000428393.88528","869033856.317093","972896267.915425","893770806.077641","808077223.365746","870486065.883137","876794723.068586","825394490.159111","784654423.620476","915257323.3961","1117113045.65222","1273375020.26862","1356199364.85882","1611835901.9063","1781455092.07114","2032135246.50004","2235820867.82743","2333308099.46249","2451625332.74584","2705783272.07443","3104394858.11518","2959640987.29943","3172292379.36329","3036931818.18182",""
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD","12072126075.397","13834300571.4849","16138545209.246","19074913947.7196","21343844643.7341","24756958694.9238","28721062242.1634","31647119228.1982","31475548481.4095","36038711599.541","40992995959.1158","46619420119.7605","59132415739.0629","78639527127.3558","97274005191.8085","114777045507.246","118507183785.128","132449276013.143","160599686848.958","214601956370.848","232766822928.754","202807890971.346","195996754051.189","170951185730.858","172102910888.015","180793464187.867","251321074967.328","318747936127.207","376160410084.274","414757056921.996","536558591903.363","577166174219.375","630916018690.07","525075636161.59","530562634952.18","614609020549.773","642588992512.807","590077272727.273","619214834614.099","634693160025.57","596877648793.072","627286800894.855","705394315829.098","905492099322.799","1067093369754.16","1153285660987.44","1259343871534.31","1472131125102.66","1625224842536.99","1485583495415.39","1420722034063","1478772824224.03","1324820091194.67","1354757433212.72","1369398844599.58","1195119269971.52","1232076017361.53","1309309642308.24","1419041949909.82",""
"Italy","ITA","GDP (current US$)","NY.GDP.MKTP.CD","40385288344.1911","44842760293.1924","50383891898.9911","57710743059.8341","63175417019.0094","67978153850.5191","73654870011.2757","81133120065.4202","87942231678.3505","97085082807.3751","113395315675.341","124672367041.199","145260039508.632","175492057123.879","199564490324.501","227695850533.808","224717279134.683","257596312925.17","315058323522.701","393677160801.678","477256776396.111","430702851303.015","427272645239.8","443042373916.369","437887688781.133","452217491937.937","640386352123.652","805713128772.035","891608957601.904","928661332486.593","1181222652714.93","1246220155454.97","1320161645718.77","1064958075919.77","1099216688640.73","1174662070605.02","1312426527795.21","1241879604365.62","1270052525928.4","1252023758789.69","1143829832319.88","1167012796420.58","1270712309429.7","1574145823927.77","1803226967966.23","1857524312896.41","1947919708944.93","2210292636189.43","2398856598798.89","2191241872742.43","2134017843247.16","2291991045770.29","2087077032435.15","2141315327318.21","2159133919743.77","1835899237320.04","1875579883543.09","1956960611690.59","2083864259622.65",""
"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD","11658722590.99","12400145221.595","13264015675.3193","14260017387.0492","15960106680.6732","17371457607.9374","18651883472.4808","19992040788.4593","21376353113.475","23710735894.7022","26706196127.4708","29821661540.9917","37209417835.2122","47743801490.3747","56033078189.7266","65678188658.55","71113883176.5935","82839905346.0889","101246525553.99","116315456796.918","126829314112.291","104730018252.934","92095926628.9952","87184238658.7771","83349529879.9218","86268264488.0766","120018787159.111","149394403673.69","162299103565.551","164221056920.557","205331747706.422","210510999291.199","234781652070.263","224721795592.351","244884129973.475","288025588396.278","279201433224.756","252708051420.839","258528339631.029","258158533986.789","236204532891.1","236541297539.15","257157820440.429","317381715575.621","368537000248.324","385570948886.954","407918078032.869","470324254037.777","515223524241.98","481345929424.84","480951629493.033","522645519183.591","496181260258.3","521642714407.843","534678075827.361","462149679343.822","476056833074.336","503004504395.429","542761092103.469",""
"Germany","DEU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","215838448404.852","249985055651.592","299801542231.491","398374022246.615","445303484014.814","490636517529.215","519754453161.411","600498238103.26","740469983154.82","881345176395.262","950290856574.134","800472055214.193","776576439268.155","770684323247.798","725111123771.562","732534886726.016","1046259375123.84","1298176105440.7","1401233225526.23","1398967436284.2","1771671207359.88","1868945197407.19","2131571696931.75","2071323790370.28","2205074123177.05","2585792275146.72","2497244606186.64","2211989623279.95","2238990774702.68","2194204133816.32","1943145384190.16","1944107382550.34","2068624129493.69","2496128668171.56","2809187981127.39","2845802760850.64","2992196713084.93","3421229126745.14","3730027830672.33","3397791053070.3","3396354075663.73","3744408602683.94","3527344944139.83","3732743446218.92","3883920155292.26","3360549973888.58","3466790065011.83","3656749414477.08","3947620162502.96",""
"Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD","4335186016.83942","4961400439.31722","5213047711.42704","5895278024.09202","6669673257.1183","7689154053.35866","8591517943.60129","9275600800.35644","10090675902.5364","11615657031.2387","13139862500","14591755681.8182","16885506818.1818","22347844649.0219","25351305681.8182","28525872476.0893","31152840485.0746","36176233117.4838","44270203153.9889","54481875804.9678","56829663469.2246","52346507380.0738","54617991326.5306","49428872678.0186","48020024788.3918","47820850974.5867","56379593719.5716","65652751132.3603","76261278404.9964","79169043642.4675","97891090928.6328","105143232379.884","116224673042.546","108809058858.502","116601802106.742","136878366230.328","145861612825.595","143157600024.959","144428172835.236","142540728958.023","130133845771.144","136191353467.562","153830947016.751","201924270316.027","240521260988.329","247783001865.44","273317737046.795","318497936901.177","354460802548.704","330000252153.376","299361576558.217","287797822093.178","245670666639.047","239862011450.103","237029579260.722","196591353761.226","195222443512.937","203085551429.132","218031844583.994",""
